sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
NC-1-F-20240509	NC-1-F-20240509	1	NC-1-F_S463_L001_R1_001.fastq.gz	NC-1-F_S463_L001_R2_001.fastq.gz	135	135	109	109	11	11	1	1	1
NC-2-A-20240509	NC-2-A-20240509	1	NC-2-A_S24_L001_R1_001.fastq.gz	NC-2-A_S24_L001_R2_001.fastq.gz	6286	6286	6170	6170	21	21	2	2	2
NC-2-B-20240509	NC-2-B-20240509	1	NC-2-B_S120_L001_R1_001.fastq.gz	NC-2-B_S120_L001_R2_001.fastq.gz	13	13	10	10	4	4	1	1	1
NC-2-C-20240509	NC-2-C-20240509	1	NC-2-C_S216_L001_R1_001.fastq.gz	NC-2-C_S216_L001_R2_001.fastq.gz	500	500	491	491	5	5	0	0	0
NC-2-D-20240509	NC-2-D-20240509	1	NC-2-D_S312_L001_R1_001.fastq.gz	NC-2-D_S312_L001_R2_001.fastq.gz	29	29	28	28	4	4	0	0	0
NC-2-E-20240509	NC-2-E-20240509	1	NC-2-E_S395_L001_R1_001.fastq.gz	NC-2-E_S395_L001_R2_001.fastq.gz	1273	1273	1242	1242	4	4	0	0	0
NC-2-F-20240509	NC-2-F-20240509	1	NC-2-F_S478_L001_R1_001.fastq.gz	NC-2-F_S478_L001_R2_001.fastq.gz	18	18	16	16	4	4	1	1	1
NC-3-A-20240509	NC-3-A-20240509	1	NC-3-A_S36_L001_R1_001.fastq.gz	NC-3-A_S36_L001_R2_001.fastq.gz	191	191	188	188	2	2	0	0	0
NC-3-B-20240509	NC-3-B-20240509	1	NC-3-B_S132_L001_R1_001.fastq.gz	NC-3-B_S132_L001_R2_001.fastq.gz	10	10	8	8	3	3	0	0	0
NC-3-C-20240509	NC-3-C-20240509	1	NC-3-C_S228_L001_R1_001.fastq.gz	NC-3-C_S228_L001_R2_001.fastq.gz	9	9	8	8	2	2	0	0	0
NC-3-D-20240509	NC-3-D-20240509	1	NC-3-D_S318_L001_R1_001.fastq.gz	NC-3-D_S318_L001_R2_001.fastq.gz	56	56	54	54	27	27	21	21	21
NC-3-E-20240509	NC-3-E-20240509	1	NC-3-E_S401_L001_R1_001.fastq.gz	NC-3-E_S401_L001_R2_001.fastq.gz	60	60	59	59	50	50	42	42	42
NC-3-F-20240509	NC-3-F-20240509	1	NC-3-F_S484_L001_R1_001.fastq.gz	NC-3-F_S484_L001_R2_001.fastq.gz	207	207	197	197	17	17	16	15	15
NC-4-A-20240509	NC-4-A-20240509	1	NC-4-A_S49_L001_R1_001.fastq.gz	NC-4-A_S49_L001_R2_001.fastq.gz	1329	1329	1291	1291	18	18	0	0	0
NC-4-B-20240509	NC-4-B-20240509	1	NC-4-B_S145_L001_R1_001.fastq.gz	NC-4-B_S145_L001_R2_001.fastq.gz	30	30	28	28	5	5	3	3	3
NC-4-C-20240509	NC-4-C-20240509	1	NC-4-C_S241_L001_R1_001.fastq.gz	NC-4-C_S241_L001_R2_001.fastq.gz	15670	15670	15447	15447	58	58	0	0	0
NC-4-D-20240509	NC-4-D-20240509	1	NC-4-D_S324_L001_R1_001.fastq.gz	NC-4-D_S324_L001_R2_001.fastq.gz	2661	2661	2604	2604	17	17	0	0	0
NC-4-E-20240509	NC-4-E-20240509	1	NC-4-E_S407_L001_R1_001.fastq.gz	NC-4-E_S407_L001_R2_001.fastq.gz	6	6	6	6	4	4	0	0	0
NC-4-F-20240509	NC-4-F-20240509	1	NC-4-F_S490_L001_R1_001.fastq.gz	NC-4-F_S490_L001_R2_001.fastq.gz	2	2	2	2	1	1	0	0	0
NC-5-A-20240509	NC-5-A-20240509	1	NC-5-A_S64_L001_R1_001.fastq.gz	NC-5-A_S64_L001_R2_001.fastq.gz	6444	6444	6342	6342	46	46	1	1	1
NC-5-B-20240509	NC-5-B-20240509	1	NC-5-B_S160_L001_R1_001.fastq.gz	NC-5-B_S160_L001_R2_001.fastq.gz	19	19	19	19	12	12	7	7	7
NC-5-C-20240509	NC-5-C-20240509	1	NC-5-C_S256_L001_R1_001.fastq.gz	NC-5-C_S256_L001_R2_001.fastq.gz	11	11	11	11	4	4	3	3	3
NC-5-D-20240509	NC-5-D-20240509	1	NC-5-D_S337_L001_R1_001.fastq.gz	NC-5-D_S337_L001_R2_001.fastq.gz	36	36	36	36	7	7	0	0	0
NC-5-E-20240509	NC-5-E-20240509	1	NC-5-E_S420_L001_R1_001.fastq.gz	NC-5-E_S420_L001_R2_001.fastq.gz	49	49	42	42	8	8	0	0	0
NC-5-F-20240509	NC-5-F-20240509	1	NC-5-F_S503_L001_R1_001.fastq.gz	NC-5-F_S503_L001_R2_001.fastq.gz	42	42	40	40	5	5	3	3	3
NC-6-A-20240509	NC-6-A-20240509	1	NC-6-A_S76_L001_R1_001.fastq.gz	NC-6-A_S76_L001_R2_001.fastq.gz	41	41	39	39	2	2	1	1	1
NC-6-B-20240509	NC-6-B-20240509	1	NC-6-B_S172_L001_R1_001.fastq.gz	NC-6-B_S172_L001_R2_001.fastq.gz	168	168	165	165	5	5	0	0	0
NC-6-C-20240509	NC-6-C-20240509	1	NC-6-C_S268_L001_R1_001.fastq.gz	NC-6-C_S268_L001_R2_001.fastq.gz	2	2	1	1	0	0	0	0	0
NC-6-D-20240509	NC-6-D-20240509	1	NC-6-D_S352_L001_R1_001.fastq.gz	NC-6-D_S352_L001_R2_001.fastq.gz	380	380	375	375	6	6	0	0	0
NC-6-E-20240509	NC-6-E-20240509	1	NC-6-E_S435_L001_R1_001.fastq.gz	NC-6-E_S435_L001_R2_001.fastq.gz	77	77	76	76	12	12	2	2	2
NC-6-F-20240509	NC-6-F-20240509	1	NC-6-F_S518_L001_R1_001.fastq.gz	NC-6-F_S518_L001_R2_001.fastq.gz	75	75	74	74	7	7	2	2	2
NC-7-A-20240509	NC-7-A-20240509	1	NC-7-A_S89_L001_R1_001.fastq.gz	NC-7-A_S89_L001_R2_001.fastq.gz	393	393	380	380	21	21	12	12	12
NC-7-B-20240509	NC-7-B-20240509	1	NC-7-B_S185_L001_R1_001.fastq.gz	NC-7-B_S185_L001_R2_001.fastq.gz	411	411	400	400	20	20	13	13	13
NC-7-C-20240509	NC-7-C-20240509	1	NC-7-C_S281_L001_R1_001.fastq.gz	NC-7-C_S281_L001_R2_001.fastq.gz	6657	6657	6585	6585	63	63	23	23	23
NC-7-D-20240509	NC-7-D-20240509	1	NC-7-D_S364_L001_R1_001.fastq.gz	NC-7-D_S364_L001_R2_001.fastq.gz	57	57	56	56	2	2	0	0	0
NC-7-E-20240509	NC-7-E-20240509	1	NC-7-E_S447_L001_R1_001.fastq.gz	NC-7-E_S447_L001_R2_001.fastq.gz	4	4	4	4	3	3	0	0	0
NC-7-F-20240509	NC-7-F-20240509	1	NC-7-F_S530_L001_R1_001.fastq.gz	NC-7-F_S530_L001_R2_001.fastq.gz	591	591	580	580	7	7	0	0	0
PC-A-20240509	PC-A-20240509	1	PC-A_S96_L001_R1_001.fastq.gz	PC-A_S96_L001_R2_001.fastq.gz	26439	26439	26024	26024	25901	25901	25778	25778	25778
PC-B-20240509	PC-B-20240509	1	PC-B_S192_L001_R1_001.fastq.gz	PC-B_S192_L001_R2_001.fastq.gz	18606	18606	18324	18324	18228	18228	18147	18147	18147
PC-C-20240509	PC-C-20240509	1	PC-C_S288_L001_R1_001.fastq.gz	PC-C_S288_L001_R2_001.fastq.gz	14028	14028	13771	13771	13723	13723	13658	13658	13658
PC-D-20240509	PC-D-20240509	1	PC-D_S371_L001_R1_001.fastq.gz	PC-D_S371_L001_R2_001.fastq.gz	22267	22267	21902	21902	21773	21773	21633	21633	21633
PC-E-20240509	PC-E-20240509	1	PC-E_S454_L001_R1_001.fastq.gz	PC-E_S454_L001_R2_001.fastq.gz	21732	21732	21332	21332	21199	21199	21067	21067	21067
PC-F-20240509	PC-F-20240509	1	PC-F_S537_L001_R1_001.fastq.gz	PC-F_S537_L001_R2_001.fastq.gz	19725	19725	19400	19400	19298	19298	19221	19221	19221
